Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag
2023-02-19,SKU_1,WH_3,SUP_3,West,62,632,12,406,0,11.76,21.27,0,0
2023-02-20,SKU_1,WH_3,SUP_3,West,78,554,12,406,0,14.31,26.28,1,0
2023-02-21,SKU_1,WH_3,SUP_3,West,67,487,12,406,0,5.75,34.68,0,0
2023-02-22,SKU_1,WH_3,SUP_3,West,71,416,7,406,0,20.4,16.47,0,0
2023-02-23,SKU_1,WH_3,SUP_3,West,80,916,19,406,580,19.52,39.28,0,0
2023-02-24,SKU_1,WH_3,SUP_3,West,69,847,9,406,0,10.42,23.17,0,0
2023-02-25,SKU_1,WH_3,SUP_3,West,78,769,15,406,0,13.18,15.2,1,0
2023-02-26,SKU_1,WH_3,SUP_3,West,63,706,5,406,0,19.29,29.81,0,0
2023-02-27,SKU_1,WH_3,SUP_3,West,77,629,16,406,0,13.39,17.43,0,0
2023-02-28,SKU_1,WH_3,SUP_3,West,69,560,19,406,0,6.96,24.75,0,0
2023-03-01,SKU_1,WH_3,SUP_3,West,70,490,7,406,0,12.97,28.48,0,0
2023-03-02,SKU_1,WH_3,SUP_3,West,68,422,10,406,0,17.52,25.09,0,0
2023-03-03,SKU_1,WH_3,SUP_3,West,59,363,13,406,0,17.85,10.8,0,0
2023-03-04,SKU_1,WH_3,SUP_3,West,62,881,14,406,580,17.87,23.75,0,0
2023-03-05,SKU_1,WH_3,SUP_3,West,62,819,14,406,0,24.22,37.16,0,0
2023-03-06,SKU_1,WH_3,SUP_3,West,64,755,12,406,0,11.38,35.35,0,0
2023-03-07,SKU_1,WH_3,SUP_3,West,83,672,15,406,0,7.36,30.9,1,0
2023-03-08,SKU_1,WH_3,SUP_3,West,73,599,14,406,0,21.07,18.46,0,0
2023-03-09,SKU_1,WH_3,SUP_3,West,73,526,14,406,0,24.81,22.38,0,0
2023-03-10,SKU_1,WH_3,SUP_3,West,61,465,16,406,0,23.62,35.75,0,0
2023-03-11,SKU_1,WH_3,SUP_3,West,66,979,15,406,580,23.05,25.16,0,0
2023-03-12,SKU_1,WH_3,SUP_3,West,66,913,10,406,0,12.78,10.33,0,0
2023-03-13,SKU_1,WH_3,SUP_3,West,66,847,9,406,0,24.0,38.52,0,0
2023-03-14,SKU_1,WH_3,SUP_3,West,67,780,20,406,0,10.86,19.86,0,0
2023-03-15,SKU_1,WH_3,SUP_3,West,76,704,14,406,0,20.79,12.74,0,0
2023-03-16,SKU_1,WH_3,SUP_3,West,70,634,9,406,0,13.83,36.63,0,0
2023-03-17,SKU_1,WH_3,SUP_3,West,68,566,17,406,0,7.02,12.52,0,0
2023-03-18,SKU_1,WH_3,SUP_3,West,60,506,12,406,0,6.7,39.6,0,0
2023-03-19,SKU_1,WH_3,SUP_3,West,69,437,10,406,0,23.94,39.58,0,0
2023-03-20,SKU_1,WH_3,SUP_3,West,64,953,11,406,580,16.17,22.73,0,0
2023-03-21,SKU_1,WH_3,SUP_3,West,71,882,7,406,0,5.23,24.06,0,0
2023-03-22,SKU_1,WH_3,SUP_3,West,94,788,15,406,0,16.67,38.87,1,0
2023-03-23,SKU_1,WH_3,SUP_3,West,73,715,10,406,0,9.47,38.9,0,0
2023-03-24,SKU_1,WH_3,SUP_3,West,81,634,15,406,0,24.86,12.21,1,0
2023-03-25,SKU_1,WH_3,SUP_3,West,63,571,13,406,0,17.59,30.87,0,0
2023-03-26,SKU_1,WH_3,SUP_3,West,70,501,19,406,0,23.02,11.36,0,0
2023-03-27,SKU_1,WH_3,SUP_3,West,78,423,8,406,0,10.55,15.64,0,0
2023-03-28,SKU_1,WH_3,SUP_3,West,77,346,4,406,0,24.49,39.59,0,0
2023-03-29,SKU_1,WH_3,SUP_3,West,63,863,13,406,580,18.69,14.88,0,0
2023-03-30,SKU_1,WH_3,SUP_3,West,73,790,17,406,0,13.36,37.98,0,0
2023-03-31,SKU_1,WH_3,SUP_3,West,71,719,10,406,0,24.75,14.51,0,0
2023-04-01,SKU_1,WH_3,SUP_3,West,64,655,11,406,0,21.84,35.15,0,0
2023-04-02,SKU_1,WH_3,SUP_3,West,56,599,9,406,0,6.13,35.94,0,0
2023-04-03,SKU_1,WH_3,SUP_3,West,75,524,13,406,0,23.9,35.49,0,0
2023-04-04,SKU_1,WH_3,SUP_3,West,66,458,11,406,0,24.08,28.19,0,0
2023-04-05,SKU_1,WH_3,SUP_3,West,78,960,18,406,580,7.27,30.15,0,0
2023-04-06,SKU_1,WH_3,SUP_3,West,70,890,18,406,0,22.04,26.56,0,0
2023-04-07,SKU_1,WH_3,SUP_3,West,64,826,15,406,0,7.68,10.86,0,0
2023-04-08,SKU_1,WH_3,SUP_3,West,70,756,15,406,0,9.26,14.09,0,0
2023-04-09,SKU_1,WH_3,SUP_3,West,84,672,4,406,0,12.84,23.12,1,0
2023-04-10,SKU_1,WH_3,SUP_3,West,68,604,3,406,0,20.67,21.9,0,0
2023-04-11,SKU_1,WH_3,SUP_3,West,63,541,11,406,0,14.18,39.4,0,0
2023-04-12,SKU_1,WH_3,SUP_3,West,78,463,6,406,0,9.8,12.28,0,0
2023-04-13,SKU_1,WH_3,SUP_3,West,71,972,8,406,580,11.91,36.9,0,0
2023-04-14,SKU_1,WH_3,SUP_3,West,60,912,14,406,0,8.85,11.23,0,0
2023-04-15,SKU_1,WH_3,SUP_3,West,58,854,9,406,0,6.77,13.62,0,0
2023-04-16,SKU_1,WH_3,SUP_3,West,61,793,7,406,0,15.07,30.71,0,0
2023-04-17,SKU_1,WH_3,SUP_3,West,85,708,16,406,0,6.64,36.21,1,0
2023-04-18,SKU_1,WH_3,SUP_3,West,70,638,11,406,0,21.12,32.45,0,0
2023-04-19,SKU_1,WH_3,SUP_3,West,69,569,7,406,0,14.69,28.55,0,0
2023-04-20,SKU_1,WH_3,SUP_3,West,77,492,11,406,0,5.73,17.57,0,0
2023-04-21,SKU_1,WH_3,SUP_3,West,65,427,15,406,0,15.64,13.22,0,0
2023-04-22,SKU_1,WH_3,SUP_3,West,54,953,12,406,580,12.55,10.6,0,0
2023-04-23,SKU_1,WH_3,SUP_3,West,60,893,7,406,0,7.4,36.72,0,0
2023-04-24,SKU_1,WH_3,SUP_3,West,72,821,14,406,0,14.97,12.61,0,0
2023-04-25,SKU_1,WH_3,SUP_3,West,78,743,14,406,0,13.63,13.83,0,0
2023-04-26,SKU_1,WH_3,SUP_3,West,78,665,6,406,0,16.42,20.68,0,0
2023-04-27,SKU_1,WH_3,SUP_3,West,62,603,14,406,0,7.04,14.59,0,0
2023-04-28,SKU_1,WH_3,SUP_3,West,62,541,10,406,0,10.7,15.2,0,0
2023-04-29,SKU_1,WH_3,SUP_3,West,62,479,8,406,0,13.21,39.47,0,0
2023-04-30,SKU_1,WH_3,SUP_3,West,64,415,11,406,0,22.31,34.51,0,0
2023-05-01,SKU_1,WH_3,SUP_3,West,69,926,8,406,580,16.14,27.15,0,0
2023-05-02,SKU_1,WH_3,SUP_3,West,67,859,14,406,0,11.47,22.76,0,0
2023-05-03,SKU_1,WH_3,SUP_3,West,69,790,10,406,0,17.21,18.66,0,0
2023-05-04,SKU_1,WH_3,SUP_3,West,68,722,7,406,0,15.65,11.55,0,0
2023-05-05,SKU_1,WH_3,SUP_3,West,61,661,15,406,0,18.63,32.81,0,0
2023-05-06,SKU_1,WH_3,SUP_3,West,49,612,8,406,0,11.98,37.89,0,0
2023-05-07,SKU_1,WH_3,SUP_3,West,63,549,12,406,0,8.62,11.99,0,0
2023-05-08,SKU_1,WH_3,SUP_3,West,71,478,13,406,0,7.8,33.86,0,0
2023-05-09,SKU_1,WH_3,SUP_3,West,68,410,10,406,0,21.29,29.96,0,0
2023-05-10,SKU_1,WH_3,SUP_3,West,75,915,10,406,580,21.33,23.17,0,0
2023-05-11,SKU_1,WH_3,SUP_3,West,58,857,10,406,0,19.95,25.08,0,0
2023-05-12,SKU_1,WH_3,SUP_3,West,62,795,15,406,0,15.87,37.19,0,0
2023-05-13,SKU_1,WH_3,SUP_3,West,53,742,16,406,0,7.79,33.82,0,0
2023-05-14,SKU_1,WH_3,SUP_3,West,66,676,12,406,0,20.77,14.55,0,0
2023-05-15,SKU_1,WH_3,SUP_3,West,69,607,8,406,0,5.67,27.1,0,0
2023-05-16,SKU_1,WH_3,SUP_3,West,67,540,15,406,0,21.43,13.32,0,0
2023-05-17,SKU_1,WH_3,SUP_3,West,68,472,8,406,0,20.95,14.5,0,0
2023-05-18,SKU_1,WH_3,SUP_3,West,71,981,15,406,580,18.88,26.28,0,0
2023-05-19,SKU_1,WH_3,SUP_3,West,57,924,9,406,0,23.17,27.5,0,0
2023-05-20,SKU_1,WH_3,SUP_3,West,63,861,11,406,0,8.07,27.59,0,0
2023-05-21,SKU_1,WH_3,SUP_3,West,59,802,12,406,0,22.44,37.96,0,0
2023-05-22,SKU_1,WH_3,SUP_3,West,66,736,12,406,0,19.14,14.58,0,0
2023-05-23,SKU_1,WH_3,SUP_3,West,61,675,19,406,0,19.73,38.03,0,0
2023-05-24,SKU_1,WH_3,SUP_3,West,64,611,11,406,0,24.7,35.17,0,0
2023-05-25,SKU_1,WH_3,SUP_3,West,78,533,14,406,0,12.98,11.64,0,0
2023-05-26,SKU_1,WH_3,SUP_3,West,56,477,5,406,0,15.75,37.6,0,0
2023-05-27,SKU_1,WH_3,SUP_3,West,65,412,8,406,0,14.04,16.74,0,0
2023-05-28,SKU_1,WH_3,SUP_3,West,58,934,10,406,580,13.38,37.45,0,0
2023-05-29,SKU_1,WH_3,SUP_3,West,72,862,16,406,0,5.26,29.91,0,0
2023-05-30,SKU_1,WH_3,SUP_3,West,63,799,11,406,0,24.94,25.07,0,0
2023-05-31,SKU_1,WH_3,SUP_3,West,68,731,11,406,0,9.2,36.94,0,0
2023-06-01,SKU_1,WH_3,SUP_3,West,78,653,7,406,0,6.31,33.27,0,0
2023-06-02,SKU_1,WH_3,SUP_3,West,47,606,16,406,0,13.02,26.79,0,0
2023-06-03,SKU_1,WH_3,SUP_3,West,59,547,10,406,0,23.92,21.2,0,0
2023-06-04,SKU_1,WH_3,SUP_3,West,53,494,19,406,0,5.51,14.68,0,0
2023-06-05,SKU_1,WH_3,SUP_3,West,61,433,12,406,0,9.44,16.93,0,0
2023-06-06,SKU_1,WH_3,SUP_3,West,63,950,13,406,580,9.76,12.98,0,0
2023-06-07,SKU_1,WH_3,SUP_3,West,70,880,13,406,0,21.6,21.92,0,0
2023-06-08,SKU_1,WH_3,SUP_3,West,60,820,8,406,0,22.93,10.39,0,0
2023-06-09,SKU_1,WH_3,SUP_3,West,76,744,6,406,0,13.43,36.78,1,0
2023-06-10,SKU_1,WH_3,SUP_3,West,50,694,8,406,0,12.59,27.71,0,0
2023-06-11,SKU_1,WH_3,SUP_3,West,51,643,19,406,0,16.04,23.08,0,0
2023-06-12,SKU_1,WH_3,SUP_3,West,66,577,11,406,0,21.0,22.76,0,0
2023-06-13,SKU_1,WH_3,SUP_3,West,81,496,5,406,0,17.67,17.74,1,0
2023-06-14,SKU_1,WH_3,SUP_3,West,59,437,12,406,0,10.45,10.55,0,0
2023-06-15,SKU_1,WH_3,SUP_3,West,63,954,8,406,580,16.08,29.54,0,0
2023-06-16,SKU_1,WH_3,SUP_3,West,59,895,15,406,0,17.01,29.95,0,0
2023-06-17,SKU_1,WH_3,SUP_3,West,54,841,15,406,0,12.66,25.57,0,0
2023-06-18,SKU_1,WH_3,SUP_3,West,73,768,9,406,0,6.66,28.09,1,0
2023-06-19,SKU_1,WH_3,SUP_3,West,52,716,8,406,0,12.11,31.57,0,0
2023-06-20,SKU_1,WH_3,SUP_3,West,59,657,22,406,0,18.27,38.1,0,0
2023-06-21,SKU_1,WH_3,SUP_3,West,67,590,5,406,0,6.03,24.89,0,0
2023-06-22,SKU_1,WH_3,SUP_3,West,67,523,9,406,0,7.13,12.25,0,0
2023-06-23,SKU_1,WH_3,SUP_3,West,67,456,11,406,0,13.7,17.39,0,0
2023-06-24,SKU_1,WH_3,SUP_3,West,57,979,15,406,580,16.8,20.83,0,0
2023-06-25,SKU_1,WH_3,SUP_3,West,69,910,14,406,0,8.7,26.26,1,0
2023-06-26,SKU_1,WH_3,SUP_3,West,63,847,14,406,0,18.18,30.77,0,0
2023-06-27,SKU_1,WH_3,SUP_3,West,62,785,5,406,0,9.42,39.63,0,0
2023-06-28,SKU_1,WH_3,SUP_3,West,67,718,12,406,0,5.68,30.92,0,0
2023-06-29,SKU_1,WH_3,SUP_3,West,60,658,14,406,0,22.24,35.34,0,0
2023-06-30,SKU_1,WH_3,SUP_3,West,49,609,14,406,0,7.41,12.31,0,0
2023-07-01,SKU_1,WH_3,SUP_3,West,59,550,8,406,0,6.31,19.46,0,0
2023-07-02,SKU_1,WH_3,SUP_3,West,50,500,16,406,0,17.52,36.58,0,0
2023-07-03,SKU_1,WH_3,SUP_3,West,58,442,16,406,0,23.78,33.96,0,0
2023-07-04,SKU_1,WH_3,SUP_3,West,67,955,9,406,580,14.6,28.83,0,0
2023-07-05,SKU_1,WH_3,SUP_3,West,53,902,4,406,0,19.75,17.16,0,0
2023-07-06,SKU_1,WH_3,SUP_3,West,52,850,8,406,0,10.93,17.01,0,0
2023-07-07,SKU_1,WH_3,SUP_3,West,60,790,7,406,0,18.59,16.55,1,0
2023-07-08,SKU_1,WH_3,SUP_3,West,56,734,11,406,0,23.89,24.02,0,0
2023-07-09,SKU_1,WH_3,SUP_3,West,58,676,18,406,0,15.25,16.92,0,0
2023-07-10,SKU_1,WH_3,SUP_3,West,53,623,9,406,0,20.59,20.5,0,0
2023-07-11,SKU_1,WH_3,SUP_3,West,73,550,7,406,0,20.16,30.88,1,0
2023-07-12,SKU_1,WH_3,SUP_3,West,58,492,14,406,0,9.48,26.11,0,0
2023-07-13,SKU_1,WH_3,SUP_3,West,54,438,12,406,0,22.55,17.97,0,0
2023-07-14,SKU_1,WH_3,SUP_3,West,55,963,13,406,580,16.02,12.61,0,0
2023-07-15,SKU_1,WH_3,SUP_3,West,43,920,9,406,0,19.47,24.88,0,0
2023-07-16,SKU_1,WH_3,SUP_3,West,70,850,7,406,0,6.52,35.54,1,0
2023-07-17,SKU_1,WH_3,SUP_3,West,67,783,9,406,0,21.49,20.43,0,0
2023-07-18,SKU_1,WH_3,SUP_3,West,50,733,13,406,0,22.57,33.92,0,0
2023-07-19,SKU_1,WH_3,SUP_3,West,64,669,14,406,0,18.95,30.4,0,0
2023-07-20,SKU_1,WH_3,SUP_3,West,53,616,13,406,0,22.62,36.16,0,0
2023-07-21,SKU_1,WH_3,SUP_3,West,66,550,12,406,0,11.7,32.31,1,0
2023-07-22,SKU_1,WH_3,SUP_3,West,51,499,13,406,0,15.15,10.19,0,0
2023-07-23,SKU_1,WH_3,SUP_3,West,51,448,12,406,0,17.64,17.79,0,0
2023-07-24,SKU_1,WH_3,SUP_3,West,61,967,12,406,580,20.22,26.24,0,0
2023-07-25,SKU_1,WH_3,SUP_3,West,64,903,6,406,0,23.64,13.08,0,0
2023-07-26,SKU_1,WH_3,SUP_3,West,56,847,12,406,0,11.02,31.25,0,0
2023-07-27,SKU_1,WH_3,SUP_3,West,61,786,15,406,0,17.42,11.37,1,0
2023-07-28,SKU_1,WH_3,SUP_3,West,48,738,13,406,0,20.17,10.74,0,0
2023-07-29,SKU_1,WH_3,SUP_3,West,62,676,3,406,0,20.41,30.5,1,0
2023-07-30,SKU_1,WH_3,SUP_3,West,42,634,3,406,0,8.27,33.84,0,0
2023-07-31,SKU_1,WH_3,SUP_3,West,58,576,17,406,0,10.47,38.53,0,0
2023-08-01,SKU_1,WH_3,SUP_3,West,60,516,11,406,0,13.39,29.16,0,0
2023-08-02,SKU_1,WH_3,SUP_3,West,62,454,11,406,0,9.6,16.39,0,0
2023-08-03,SKU_1,WH_3,SUP_3,West,63,971,17,406,580,14.46,39.05,1,0
2023-08-04,SKU_1,WH_3,SUP_3,West,52,919,13,406,0,20.42,35.34,0,0
2023-08-05,SKU_1,WH_3,SUP_3,West,42,877,13,406,0,5.65,37.63,0,0
2023-08-06,SKU_1,WH_3,SUP_3,West,47,830,17,406,0,7.35,13.76,0,0
2023-08-07,SKU_1,WH_3,SUP_3,West,45,785,10,406,0,14.83,11.93,0,0
2023-08-08,SKU_1,WH_3,SUP_3,West,60,725,9,406,0,11.21,23.66,0,0
2023-08-09,SKU_1,WH_3,SUP_3,West,70,655,9,406,0,14.6,28.0,1,0
2023-08-10,SKU_1,WH_3,SUP_3,West,57,598,13,406,0,20.6,11.19,0,0
2023-08-11,SKU_1,WH_3,SUP_3,West,48,550,10,406,0,24.73,14.27,0,0
2023-08-12,SKU_1,WH_3,SUP_3,West,54,496,15,406,0,16.19,10.29,0,0
2023-08-13,SKU_1,WH_3,SUP_3,West,43,453,12,406,0,12.01,11.0,0,0
2023-08-14,SKU_1,WH_3,SUP_3,West,61,972,10,406,580,18.79,34.02,1,0
2023-08-15,SKU_1,WH_3,SUP_3,West,61,911,15,406,0,5.63,38.09,0,0
2023-08-16,SKU_1,WH_3,SUP_3,West,79,832,13,406,0,22.42,31.42,1,0
2023-08-17,SKU_1,WH_3,SUP_3,West,58,774,9,406,0,6.6,36.84,0,0
2023-08-18,SKU_1,WH_3,SUP_3,West,47,727,17,406,0,17.87,25.79,0,0
2023-08-19,SKU_1,WH_3,SUP_3,West,42,685,10,406,0,22.44,16.58,0,0
2023-08-20,SKU_1,WH_3,SUP_3,West,41,644,9,406,0,20.79,29.76,0,0
2023-08-21,SKU_1,WH_3,SUP_3,West,58,586,13,406,0,9.57,39.89,0,0
2023-08-22,SKU_1,WH_3,SUP_3,West,48,538,14,406,0,18.6,12.17,0,0
2023-08-23,SKU_1,WH_3,SUP_3,West,68,470,5,406,0,22.37,31.82,1,0
2023-08-24,SKU_1,WH_3,SUP_3,West,42,428,8,406,0,12.42,39.63,0,0
2023-08-25,SKU_1,WH_3,SUP_3,West,63,945,16,406,580,19.51,24.6,1,0
2023-08-26,SKU_1,WH_3,SUP_3,West,44,901,15,406,0,10.54,27.77,0,0
2023-08-27,SKU_1,WH_3,SUP_3,West,48,853,6,406,0,17.63,31.99,0,0
2023-08-28,SKU_1,WH_3,SUP_3,West,52,801,13,406,0,8.59,17.13,0,0
2023-08-29,SKU_1,WH_3,SUP_3,West,55,746,10,406,0,14.85,17.42,0,0
2023-08-30,SKU_1,WH_3,SUP_3,West,58,688,1,406,0,12.18,27.79,0,0
2023-08-31,SKU_1,WH_3,SUP_3,West,53,635,11,406,0,10.16,29.7,0,0
2023-09-01,SKU_1,WH_3,SUP_3,West,44,591,13,406,0,24.4,23.61,0,0
2023-09-02,SKU_1,WH_3,SUP_3,West,33,558,13,406,0,21.58,22.93,0,0
2023-09-03,SKU_1,WH_3,SUP_3,West,52,506,15,406,0,8.34,15.03,0,0
2023-09-04,SKU_1,WH_3,SUP_3,West,68,438,16,406,0,14.49,35.33,1,0
2023-09-05,SKU_1,WH_3,SUP_3,West,58,960,12,406,580,7.24,18.09,0,0
2023-09-06,SKU_1,WH_3,SUP_3,West,72,888,12,406,0,5.79,13.66,1,0
2023-09-07,SKU_1,WH_3,SUP_3,West,50,838,13,406,0,15.14,11.25,0,0
2023-09-08,SKU_1,WH_3,SUP_3,West,51,787,13,406,0,14.09,25.47,0,0
2023-09-09,SKU_1,WH_3,SUP_3,West,39,748,13,406,0,5.6,19.24,0,0
2023-09-10,SKU_1,WH_3,SUP_3,West,47,701,7,406,0,24.4,12.82,0,0
2023-09-11,SKU_1,WH_3,SUP_3,West,53,648,11,406,0,8.54,30.78,0,0
2023-09-12,SKU_1,WH_3,SUP_3,West,53,595,13,406,0,14.94,28.54,0,0
2023-09-13,SKU_1,WH_3,SUP_3,West,51,544,12,406,0,23.62,30.69,0,0
2023-09-14,SKU_1,WH_3,SUP_3,West,53,491,7,406,0,12.88,29.54,0,0
2023-09-15,SKU_1,WH_3,SUP_3,West,51,440,10,406,0,20.65,27.01,0,0
2023-09-16,SKU_1,WH_3,SUP_3,West,42,978,15,406,580,18.35,34.24,0,0
2023-09-17,SKU_1,WH_3,SUP_3,West,42,936,17,406,0,21.36,13.61,0,0
2023-09-18,SKU_1,WH_3,SUP_3,West,41,895,5,406,0,18.91,21.66,0,0
2023-09-19,SKU_1,WH_3,SUP_3,West,48,847,6,406,0,9.55,12.2,0,0
2023-09-20,SKU_1,WH_3,SUP_3,West,58,789,18,406,0,14.27,21.39,0,0
2023-09-21,SKU_1,WH_3,SUP_3,West,37,752,21,406,0,5.51,20.24,0,0
2023-09-22,SKU_1,WH_3,SUP_3,West,53,699,4,406,0,15.67,28.24,0,0
2023-09-23,SKU_1,WH_3,SUP_3,West,46,653,15,406,0,24.11,10.55,0,0
2023-09-24,SKU_1,WH_3,SUP_3,West,42,611,13,406,0,23.54,11.81,0,0
2023-09-25,SKU_1,WH_3,SUP_3,West,44,567,10,406,0,14.72,17.7,0,0
2023-09-26,SKU_1,WH_3,SUP_3,West,56,511,9,406,0,15.78,19.34,0,0
2023-09-27,SKU_1,WH_3,SUP_3,West,47,464,15,406,0,13.27,13.66,0,0
2023-09-28,SKU_1,WH_3,SUP_3,West,45,419,14,406,0,15.5,31.27,0,0
2023-09-29,SKU_1,WH_3,SUP_3,West,37,962,13,406,580,14.67,34.18,0,0
2023-09-30,SKU_1,WH_3,SUP_3,West,43,919,10,406,0,24.03,28.05,0,0
2023-10-01,SKU_1,WH_3,SUP_3,West,42,877,13,406,0,9.24,28.33,0,0
2023-10-02,SKU_1,WH_3,SUP_3,West,41,836,9,406,0,20.61,18.24,0,0
2023-10-03,SKU_1,WH_3,SUP_3,West,61,775,8,406,0,6.91,28.72,0,0
2023-10-04,SKU_1,WH_3,SUP_3,West,46,729,13,406,0,19.74,35.88,0,0
2023-10-05,SKU_1,WH_3,SUP_3,West,56,673,18,406,0,15.93,16.96,0,0
2023-10-06,SKU_1,WH_3,SUP_3,West,45,628,22,406,0,24.76,14.09,0,0
2023-10-07,SKU_1,WH_3,SUP_3,West,36,592,4,406,0,19.35,30.77,0,0
2023-10-08,SKU_1,WH_3,SUP_3,West,47,545,18,406,0,10.48,12.38,0,0
2023-10-09,SKU_1,WH_3,SUP_3,West,57,488,9,406,0,12.1,12.08,1,0
2023-10-10,SKU_1,WH_3,SUP_3,West,53,435,5,406,0,22.6,29.53,0,0
2023-10-11,SKU_1,WH_3,SUP_3,West,47,968,7,406,580,24.88,29.86,0,0
2023-10-12,SKU_1,WH_3,SUP_3,West,49,919,18,406,0,6.2,26.87,0,0
2023-10-13,SKU_1,WH_3,SUP_3,West,48,871,8,406,0,9.02,26.07,0,0
2023-10-14,SKU_1,WH_3,SUP_3,West,66,805,10,406,0,11.95,29.95,1,0
